##  Star in a Box 
## https://lco.global/starinabox 
## Data for an 8 solar mass star
## Columns are:
## Time, Radius (R_sun), Luminosity (L_sun), Surface Temperature (K), Mass (M_sun)
4.20214733783057E+01,2.64847402029540E+02,1.29881520498459E+04,3.79023833638085E+03,7.68285265016754E+00
4.20272572060508E+01,2.69643486777080E+02,1.33203234155927E+04,3.78016940415076E+03,7.68196222906009E+00
4.20329253572409E+01,2.74528519781276E+02,1.36609900480869E+04,3.77011282386606E+03,7.68104869158659E+00
4.20384801454073E+01,2.79504185891181E+02,1.40103692133686E+04,3.76006865205708E+03,7.68011143227466E+00
4.20439238378104E+01,2.84572202830458E+02,1.43686837340455E+04,3.75003694254431E+03,7.67914982967309E+00
4.20492586563654E+01,2.89734321875853E+02,1.47361621314039E+04,3.74001774641825E+03,7.67816324592684E+00
4.20544867785493E+01,2.94992328551224E+02,1.51130387711496E+04,3.73001111201862E+03,7.67715102634060E+00
4.20596103382895E+01,3.00348043337672E+02,1.54995540128816E+04,3.72001708491273E+03,7.67611249893058E+00
4.20646314268349E+01,3.05803322400084E+02,1.58959543633829E+04,3.71003570787317E+03,7.67504697396430E+00
4.20695520936094E+01,3.11360058330665E+02,1.63024926338363E+04,3.70006702085464E+03,7.67395374348792E+00
4.20743743470484E+01,3.17020180909868E+02,1.67194281010587E+04,3.69011106096999E+03,7.67283208084087E+00
4.20791001554187E+01,3.22785657885208E+02,1.71470266728589E+04,3.68016786246544E+03,7.67168124015745E+00
4.20837314476215E+01,3.28658495768520E+02,1.75855610576245E+04,3.67023745669485E+03,7.67050045585488E+00
