##  Star in a Box 
## https://lco.global/starinabox 
## Data for a 15 solar mass star
## Columns are:
## Time, Radius (R_sun), Luminosity (L_sun), Surface Temperature (K), Mass (M_sun)
1.06640333797048E+01,9.92462887476250E+00,3.65147917762438E+04,2.53534816422924E+04,1.47927047953518E+01
1.07925740988352E+01,1.01157500807822E+01,3.70792355038404E+04,2.52093231145285E+04,1.47871672221115E+01
1.09211842991804E+01,1.03201141036559E+01,3.76582911050941E+04,2.50553480520218E+04,1.47814326785579E+01
1.10498665369443E+01,1.05391717560692E+01,3.82522746902210E+04,2.48907861080262E+04,1.47754884420469E+01
1.11786235374850E+01,1.07666662676120E+01,3.87531651724028E+04,2.47066411045507E+04,1.47549542711382E+01
1.13076395200359E+01,1.10117135379956E+01,3.92641468837943E+04,2.45103281899173E+04,1.47339070762559E+01
1.14369221134692E+01,1.12763582699700E+01,3.97853747833529E+04,2.43009900732614E+04,1.47123402408366E+01
1.15664791242214E+01,1.15629300226435E+01,4.03170150272307E+04,2.40777378370198E+04,1.46902484714361E+01
1.16963185241518E+01,1.18740900078190E+01,4.08592472564571E+04,2.38396546381251E+04,1.46676280059345E+01
1.18264484355155E+01,1.22128870123135E+01,4.14122672253349E+04,2.35858004502007E+04,1.46444768392712E+01
1.19568771127173E+01,1.25828245102988E+01,4.19762898019589E+04,2.33152179763701E+04,1.46207949666811E+01
1.20876129204952E+01,1.29879415571249E+01,4.25515523720595E+04,2.30269398659186E+04,1.45965846440430E+01
1.22186643081687E+01,1.34329107337981E+01,4.31383186763545E+04,2.27199973687668E+04,1.45718506645260E+01
1.23500397795764E+01,1.39231572866670E+01,4.37368831095729E+04,2.23934305586219E+04,1.45466006501991E+01
1.24817478583255E+01,1.44650047437670E+01,4.43475755060904E+04,2.20463002477430E+04,1.45208453566664E+01
1.26137970479802E+01,1.50658537741565E+01,4.49707664324637E+04,2.16777017023258E+04,1.44945989880823E+01
1.26799964174064E+01,1.44693975513469E+01,4.70376918818119E+04,2.23698882033573E+04,1.44812392535911E+01
1.27462851266863E+01,1.21696093885433E+01,5.30649157164084E+04,2.51386000109905E+04,1.44659405151448E+01
1.27476415098779E+01,1.34018917420679E+01,5.35682939463545E+04,2.40116187180040E+04,1.44657846023434E+01
1.27489979232783E+01,1.47586116063257E+01,5.40734469206747E+04,2.29351085130720E+04,1.44653338683292E+01
1.27503544240171E+01,1.62525676798885E+01,5.45835636631958E+04,2.19069550701045E+04,1.44648956809943E+01
1.27517110096725E+01,1.78976358824539E+01,5.50986881167487E+04,2.09249783811463E+04,1.44644696869429E+01
1.27530676778903E+01,1.97090948321169E+01,5.56188647247570E+04,1.99870973569224E+04,1.44640555430000E+01
1.27544244263822E+01,2.17037676304198E+01,5.61441384338809E+04,1.90913252868975E+04,1.44636529158991E+01
1.27557812529237E+01,2.39001779788375E+01,5.66745546967500E+04,1.82357655117726E+04,1.44632614819807E+01
1.27571381553526E+01,2.63187220753523E+01,5.72101594747911E+04,1.74186072981513E+04,1.44628809269000E+01
1.27584951315668E+01,2.89818578861830E+01,5.77509992411455E+04,1.66381219056471E+04,1.44625109453457E+01
1.27598521795227E+01,3.19143135489465E+01,5.82971209836717E+04,1.58926588371925E+04,1.44621512407673E+01
1.27612092972341E+01,3.51433168411192E+01,5.88485722080373E+04,1.51806422637587E+04,1.44618015251114E+01
1.27625664827697E+01,3.86988478431246E+01,5.94054009408971E+04,1.45005676151471E+04,1.44614615185672E+01
1.27639237342521E+01,4.26139171405497E+01,5.99676557331485E+04,1.38509983289384E+04,1.44611309493196E+01
1.27652810498563E+01,4.69246387354330E+01,6.05350787298781E+04,1.32305788847739E+04,1.44607800857435E+01
1.27666384335246E+01,5.16708112513802E+01,6.11075893649957E+04,1.26380097274885E+04,1.44603962652973E+01
1.27679958916570E+01,5.68962801149388E+01,6.16852070919243E+04,1.20720453357103E+04,1.44599763969142E+01
1.27693534312552E+01,6.26492730381505E+01,6.22679489208035E+04,1.15314961849818E+04,1.44595171005963E+01
1.27707110599790E+01,6.89828306625818E+01,6.28558291640786E+04,1.10152262471301E+04,1.44590146806170E+01
1.27720687862080E+01,7.59552778661391E+01,6.34488591604381E+04,1.05221506021554E+04,1.44584650962811E+01
1.27734266191094E+01,8.36307391984816E+01,6.40470469754800E+04,1.00512331576105E+04,1.44578639300319E+01
1.27742028780352E+01,8.36099181193809E+01,6.40420654394567E+04,1.00522891164755E+04,1.44574880322128E+01
1.27815054717516E+01,8.47622125235056E+01,6.40873612247799E+04,9.98549256842855E+03,1.44539528723925E+01
1.27888080654679E+01,9.37819999299532E+01,6.41326890469942E+04,9.49484009409936E+03,1.44503753048011E+01
1.27906337138970E+01,9.85111747412496E+01,6.41440260109614E+04,9.26453960540546E+03,1.44494037566134E+01
1.27924593623261E+01,1.04760489024622E+02,6.41553649790017E+04,8.98435748364295E+03,1.44483925001064E+01
1.27942850107552E+01,1.12941019841002E+02,6.41667059514685E+04,8.65324741372514E+03,1.44473293651705E+01
1.27961106591843E+01,1.23607522223406E+02,6.41780489287147E+04,8.27183217555300E+03,1.44461992352907E+01
1.27970234833989E+01,1.30100645524732E+02,6.41837211692395E+04,8.06295126741394E+03,1.44455911918564E+01
1.27979363076134E+01,1.37522237096083E+02,6.41893939110914E+04,7.84254270109176E+03,1.44449573378222E+01
1.27988491318279E+01,1.46015926244169E+02,6.41950671543144E+04,7.61119481157902E+03,1.44442942828740E+01
1.27997619560425E+01,1.55752970758706E+02,6.42007408989525E+04,7.36960783561561E+03,1.44435981758157E+01
1.28006747802570E+01,1.66938444334748E+02,6.42064151450497E+04,7.11858970365333E+03,1.44428646261340E+01
1.28015876044716E+01,1.79818978866673E+02,6.42120898926498E+04,6.85905010233709E+03,1.44420886098818E+01
1.28025004286861E+01,1.94692498520223E+02,6.42177651417969E+04,6.59199281189325E+03,1.44412643563795E+01
1.28034132529007E+01,2.11920517433541E+02,6.42234408925346E+04,6.31850636284395E+03,1.44403852113610E+01
1.28043260771152E+01,2.31943753365302E+02,6.42291171449067E+04,6.03975309825685E+03,1.44394434710708E+01
1.28052389013298E+01,2.55302052279310E+02,6.42347938989569E+04,5.75695677011621E+03,1.44384301803854E+01
1.28061517255443E+01,2.82659947028259E+02,6.42404711547286E+04,5.47138884005936E+03,1.44373348861935E+01
1.28066081376516E+01,2.98088184145023E+02,6.42433099707725E+04,5.32797445527484E+03,1.44367401105365E+01
1.28070645497589E+01,3.14839146111450E+02,6.42461489122631E+04,5.18435759371105E+03,1.44361191424010E+01
1.28075209618661E+01,3.33047252575704E+02,6.42489879792056E+04,5.04070384998784E+03,1.44354700257724E+01
1.28079773739734E+01,3.52862802432787E+02,6.42518271716054E+04,4.89717888905467E+03,1.44347906324372E+01
1.28084337860807E+01,3.74454082976516E+02,6.42546664894678E+04,4.75394793162353E+03,1.44340786441848E+01
1.28088901981880E+01,3.98009788951157E+02,6.42575059327984E+04,4.61117523792421E+03,1.44333315329319E+01
1.28093466102952E+01,4.23741801343724E+02,6.42603455016022E+04,4.46902359230898E+03,1.44325465384995E+01
1.28098030224025E+01,4.51888384472043E+02,6.42631851958847E+04,4.32765379126838E+03,1.44317206437337E+01
1.28102594345098E+01,4.82717870288166E+02,6.42660250156512E+04,4.18722413743653E+03,1.44308505466182E+01
1.28107158466171E+01,5.16532911170066E+02,6.42688649609068E+04,4.04788994216253E+03,1.44299326289753E+01
1.28111722587243E+01,5.53675397229935E+02,6.42717050316568E+04,3.90980303920357E+03,1.44289629212898E+01
1.28257774461571E+01,6.14175059869688E+02,6.43626535919297E+04,3.71355563214471E+03,1.43961354599971E+01
1.28549878210226E+01,6.16626895013027E+02,6.45449369882328E+04,3.70878665178944E+03,1.43246281465529E+01
1.28841981958881E+01,6.19100503470213E+02,6.47277366348614E+04,3.70398794184575E+03,1.42526950095362E+01
1.29134085707536E+01,6.21596222249655E+02,6.49110539939072E+04,3.69915917629453E+03,1.41803330128793E+01
1.29426189456191E+01,6.24114394856518E+02,6.50948905316025E+04,3.69430002631365E+03,1.41075390925950E+01
1.29718293204847E+01,6.26655371391485E+02,6.52792477183326E+04,3.68941016040712E+03,1.40343101565480E+01
1.30010396953502E+01,6.29219508645814E+02,6.54641270286467E+04,3.68448924455219E+03,1.39606430842349E+01
1.30302500702157E+01,6.31807170191914E+02,6.56495299412702E+04,3.67953694236604E+03,1.38865347265741E+01
1.30594604450812E+01,6.34418726468534E+02,6.58354579391165E+04,3.67455291529418E+03,1.38119819057076E+01
1.30886708199467E+01,6.37054554859632E+02,6.60219125092988E+04,3.66953682282254E+03,1.37369814148149E+01
1.31178811948122E+01,6.39715039765750E+02,6.62088951431421E+04,3.66448832271575E+03,1.36615300179426E+01
1.31470915696777E+01,6.42400572666706E+02,6.63964073361950E+04,3.65940707128417E+03,1.35856244498496E+01
1.31763019445432E+01,6.45111552174177E+02,6.65844505882418E+04,3.65429272368250E+03,1.35092614158709E+01
1.32055123194088E+01,6.47848384072608E+02,6.67730264033143E+04,3.64914493424335E+03,1.34324375918026E+01
1.32347226942743E+01,6.50611481346680E+02,6.69621362897043E+04,3.64396335684894E+03,1.33551496238098E+01
1.32639330691398E+01,6.53401264193389E+02,6.71517817599751E+04,3.63874764534523E+03,1.32773941283598E+01
1.32931434440053E+01,6.56218160016465E+02,6.73419643309743E+04,3.63349745400237E+03,1.31991676921856E+01
1.33223538188708E+01,6.59062603400687E+02,6.75326855238452E+04,3.62821243802657E+03,1.31204668722798E+01
1.33515641937363E+01,6.61935036063260E+02,6.77239468640398E+04,3.62289225412842E+03,1.30412881959255E+01
1.33807745686018E+01,6.84682456065398E+02,7.07419809408253E+04,3.60124146325722E+03,1.29616281607667E+01
1.34099849434673E+01,6.87373112036196E+02,7.08757821475343E+04,3.59588450005007E+03,1.28752945522415E+01
1.34391953183328E+01,6.90064590885261E+02,7.10061865023060E+04,3.59051473327755E+03,1.27885758398980E+01
1.34684056931984E+01,6.92758570387414E+02,7.11334281194376E+04,3.58513091157062E+03,1.27014779008047E+01
1.34976160680639E+01,6.95456566116065E+02,7.12577158863154E+04,3.57973193323387E+03,1.26140061486586E+01
1.35268264429294E+01,6.98159954260618E+02,7.13792370823682E+04,3.57431682717794E+03,1.25261655854271E+01
1.35560368177949E+01,7.00869990212688E+02,7.14981603596064E+04,3.56888473764301E+03,1.24379608457773E+01
1.35852471926604E+01,7.03587823781865E+02,7.16146382168491E+04,3.56343491195394E+03,1.23493962355918E+01
1.36144575675259E+01,7.06314511695810E+02,7.17288090686630E+04,3.55796669073263E+03,1.22604757655956E+01
1.36436679423914E+01,7.09051027887407E+02,7.18407989870917E+04,3.55247950012911E+03,1.21712031809246E+01
1.36728783172569E+01,7.11798271957747E+02,7.19507231771082E+04,3.54697284573555E+03,1.20815819873021E+01
1.37020886921225E+01,7.14557076117471E+02,7.20586872337768E+04,3.54144630792474E+03,1.19916154743718E+01
1.37312990669880E+01,7.17328210842823E+02,7.21647882192335E+04,3.53589953841468E+03,1.19013067366387E+01
1.37605094418535E+01,7.20112389431340E+02,7.22691155899880E+04,3.53033225790720E+03,1.18106586923936E+01
1.37897198167190E+01,7.22910271601717E+02,7.23717519991392E+04,3.52474425468622E+03,1.17196741009363E+01
1.38189301915845E+01,7.25722466250149E+02,7.24727739934710E+04,3.51913538409061E+03,1.16283555783658E+01
1.38481405664500E+01,7.28549533449329E+02,7.25722526217397E+04,3.51350556880195E+03,1.15367056121655E+01
1.38773509413155E+01,7.31391985754776E+02,7.26702539675612E+04,3.50785479990807E+03,1.14447265747817E+01
1.39065613161810E+01,7.34250288865081E+02,7.27668396179841E+04,3.50218313872161E+03,1.13524207363678E+01
1.39357716910465E+01,7.37124861667038E+02,7.28620670769595E+04,3.49649071934931E+03,1.12597902768477E+01
1.39649820659121E+01,7.40016075682878E+02,7.29559901314037E+04,3.49077775202271E+03,1.11668372974349E+01
1.39941924407776E+01,7.42924253924161E+02,7.30486591763130E+04,3.48504452721590E+03,1.10735638317317E+01
1.40234028156431E+01,7.45849669145040E+02,7.31401215043780E+04,3.47929142059059E+03,1.09799718565246E+01
1.40526131905086E+01,7.48792541475879E+02,7.32304215647071E+04,3.47351889882396E+03,1.08860633023824E+01
1.40818235653741E+01,7.51753035406446E+02,7.33196011945845E+04,3.46772752639149E+03,1.07918400641614E+01
1.41110339402396E+01,7.54731256075371E+02,7.34076998276063E+04,3.46191797339484E+03,1.06973040115182E+01
1.41402443151051E+01,7.57727244809012E+02,7.34947546810679E+04,3.45609102454585E+03,1.06024569995285E+01
1.41694546899706E+01,7.60740973837679E+02,7.35808009250640E+04,3.45024758944186E+03,1.05073008795160E+01
1.41986650648362E+01,7.63772340099475E+02,7.36658718354342E+04,3.44438871429649E+03,1.04118375101919E+01
1.42278754397017E+01,7.66821158021135E+02,7.37499989323926E+04,3.43851559532567E+03,1.03160687692183E+01
1.42347216213108E+01,7.67538827610994E+02,7.37695829210929E+04,3.43713580799446E+03,1.02935518464270E+01
1.42371976686193E+01,7.81896430630999E+02,7.56562364643066E+04,3.42700000905129E+03,1.02854021808797E+01
1.42396241949816E+01,7.96532056357919E+02,7.75911410812921E+04,3.41687383288637E+03,1.02770378732420E+01
1.42420021908167E+01,8.11451418280406E+02,7.95755307909406E+04,3.40675703736985E+03,1.02684532174322E+01
1.42443326267351E+01,8.26660361555300E+02,8.16106711721167E+04,3.39664937246195E+03,1.02596423537532E+01
1.42466164539351E+01,8.42164866691820E+02,8.36978601708034E+04,3.38655058002312E+03,1.02505992646709E+01
1.42488546045911E+01,8.57971053367878E+02,8.58384289278898E+04,3.37646039361741E+03,1.02413177704703E+01
1.42510479922340E+01,8.74085184384472E+02,8.80337426281282E+04,3.36637853830893E+03,1.02317915247884E+01
1.42531975121240E+01,8.90513669764425E+02,9.02852013708049E+04,3.35630473045117E+03,1.02220140100193E+01
1.42553040416162E+01,9.07263071002092E+02,9.25942410626790E+04,3.34623867746876E+03,1.02119785325861E+01
1.42573684405186E+01,9.24340105470910E+02,9.49623343337531E+04,3.33618007763172E+03,1.02016782180784E+01
1.42593915514429E+01,9.41751650996254E+02,9.73909914764723E+04,3.32612861982161E+03,1.01911060062484E+01
1.42613742001488E+01,9.59504750601180E+02,9.98817614089392E+04,3.31608398328956E+03,1.01802546458630E+01
1.42633171958805E+01,9.77606617433239E+02,1.02436232662760E+05,3.30604583740585E+03,1.01691166894067E+01
1.42652213316976E+01,9.96064639880988E+02,1.05056034396158E+05,3.29601384140072E+03,1.01576844876311E+01
1.42670873847984E+01,1.01488638688922E+03,1.07742837433003E+05,3.28598764409615E+03,1.01459501839449E+01
1.42689161168371E+01,1.03407961348247E+03,1.10498355328402E+05,3.27596688362836E+03,1.01339057086415E+01
1.42707082742351E+01,1.05365226650692E+03,1.13324345461553E+05,3.26595118716064E+03,1.01215427729573E+01
1.42724645884851E+01,1.07361249060137E+03,1.16222610156539E+05,3.25594017058611E+03,1.01088528629559E+01
1.42741857764501E+01,1.09396863440869E+03,1.19194997831792E+05,3.24593343822006E+03,1.00958272332328E+01
1.42758725406558E+01,1.11472925703981E+03,1.22243404178958E+05,3.23593058248131E+03,1.00824569004346E+01
1.42775255695774E+01,1.13590313480285E+03,1.25369773371909E+05,3.22593118356199E+03,1.00687326365871E+01
1.42791455379206E+01,1.15749926821128E+03,1.28576099306658E+05,3.21593480908504E+03,1.00546449622258E+01
1.42807331068969E+01,1.17952688928559E+03,1.31864426873024E+05,3.20594101374844E+03,1.00401841393221E+01
1.42822889244936E+01,1.20199546916396E+03,1.35236853258776E+05,3.19594933895523E+03,1.00253401639994E+01
1.42838136257385E+01,1.22491472603900E+03,1.38695529287157E+05,3.18595931242780E+03,1.00101027590317E+01
1.42853078329584E+01,1.24829463343839E+03,1.42242660788614E+05,3.17597044780495E+03,9.99446136611718E+00
1.42867721560339E+01,1.27214542886901E+03,1.45880510007592E+05,3.16598224421968E+03,9.97840513791989E+00
1.42882071926480E+01,1.29647762284590E+03,1.49611397045338E+05,3.15599418585531E+03,9.96192292987197E+00
1.42896135285297E+01,1.32130200832888E+03,1.53437701339565E+05,3.14600574147719E+03,9.94500329172740E+00
1.42909917376938E+01,1.34662967059223E+03,1.57361863181996E+05,3.13601636393653E+03,9.92763445885979E+00
1.42923423826747E+01,1.37261368220806E+03,1.61386385273013E+05,3.12586414734487E+03,9.90708349373858E+00
1.42936660147559E+01,1.40286978217960E+03,1.65513834276937E+05,3.11155464251507E+03,9.81592026733245E+00
1.42943082877086E+01,1.42345656572035E+03,1.67585711362496E+05,3.09859399102649E+03,9.67134538701033E+00
1.42949426201836E+01,1.39999999999999E-05,2.38231598952306E+00,1.91850688046874E+06,1.30003203725770E+00
1.43949426201836E+01,1.39999999999999E-05,2.38231598952306E+00,1.91850688046874E+06,1.30003203725770E+00
1.53949426201836E+01,1.39999999999999E-05,1.96885618968848E-02,5.78451589111822E+05,1.30003203725770E+00
2.63949426201836E+01,1.39999999999999E-05,1.62715387577560E-04,1.74409716406249E+05,1.30003203725770E+00
1.47394942620183E+02,1.39999999999999E-05,1.34475526923603E-06,5.25865081010747E+04,1.30003203725770E+00
1.47839494262018E+03,1.39999999999999E-05,1.11136799110416E-08,1.58554287642045E+04,1.30003203725770E+00
1.61193949426201E+04,1.39999999999999E-05,9.18485943061293E-11,4.78059164555225E+03,1.30003203725770E+00
1.77170394942620E+05,1.39999999999999E-05,7.59079291786192E-13,1.44140261492768E+03,1.30003203725770E+00
1.94873139494262E+06,1.39999999999999E-05,6.27338257674539E-15,4.34599240504750E+02,1.30003203725770E+00
2.14359023949426E+07,1.39999999999999E-05,5.18461369978958E-17,1.31036601357062E+02,1.30003203725770E+00
1.00000014294942E+08,1.39999999999999E-05,2.38231598952306E-18,6.06685144898564E+01,1.30003203725770E+00
