##  Star in a Box 
## https://lco.global/starinabox 
## Data for a 0.25 solar mass star
## Columns are:
## Time, Radius (R_sun), Luminosity (L_sun), Surface Temperature (K), Mass (M_sun)
6.57855247026360E+05,8.23254317321613E-01,1.60156695987746E-01,4.02853187478322E+03,2.49605604335597E-01
6.58003137116622E+05,8.32423615462620E-01,1.64086862120677E-01,4.03063798853099E+03,2.49597792306369E-01
6.58148069405078E+05,8.41703962034893E-01,1.68113472587311E-01,4.03272382990448E+03,2.49589861038600E-01
6.58290103047765E+05,8.51096846204932E-01,1.72238894083912E-01,4.03478923997491E+03,2.49581808623089E-01
6.58429296017599E+05,8.60603779271886E-01,1.76465551384298E-01,4.03683405953782E+03,2.49573633118192E-01
6.58565705128036E+05,8.70226295026383E-01,1.80795928765040E-01,4.03885812912460E+03,2.49565332549232E-01
6.58699386056264E+05,8.79965950115564E-01,1.85232571465628E-01,4.04086128901417E+03,2.49556904907903E-01
6.58830393365928E+05,8.89824324414443E-01,1.89778087184472E-01,4.04284337924486E+03,2.49548348151650E-01
6.58958780529398E+05,8.99803021403685E-01,1.94435147611607E-01,4.04480423962648E+03,2.49539660203050E-01
6.59084599949599E+05,9.09903668553988E-01,1.99206489999025E-01,4.04674370975244E+03,2.49530838949170E-01
6.59207902981396E+05,9.20127917717081E-01,2.04094918769523E-01,4.04866162901222E+03,2.49521882240924E-01
6.59328739952557E+05,9.30477445523583E-01,2.09103307165057E-01,4.05055783660385E+03,2.49512787892405E-01
6.59447160184295E+05,9.40953953787704E-01,2.14234598935506E-01,4.05243217154663E+03,2.49503553680213E-01
6.59563212011398E+05,9.51559169919090E-01,2.19491810068926E-01,4.05428447269402E+03,2.49494177342765E-01
6.59676942801959E+05,9.62294847341763E-01,2.24878030564227E-01,4.05611457874666E+03,2.49484656579594E-01
6.59788398976709E+05,9.73162765920416E-01,2.30396426247363E-01,4.05792232826558E+03,2.49474989050633E-01
6.59897626027964E+05,9.84164732394128E-01,2.36050240632095E-01,4.05970755968557E+03,2.49465172375487E-01
6.60004668538193E+05,9.95302580817654E-01,2.41842796826396E-01,4.06147011132870E+03,2.49455204132683E-01
6.60109570198218E+05,1.00657817301049E+00,2.47777499485684E-01,4.06320982141801E+03,2.49445081858917E-01
6.60212373825043E+05,1.01799339901372E+00,2.53857836813925E-01,4.06492652809138E+03,2.49434803048277E-01
6.60313121379331E+05,1.02955017755488E+00,2.60087382613886E-01,4.06662006941550E+03,2.49424365151454E-01
6.60411853982533E+05,1.04125045652105E+00,2.66469798387690E-01,4.06829028340003E+03,2.49413765574936E-01
6.60508611933672E+05,1.05309621344017E+00,2.73008835488913E-01,4.06993700801197E+03,2.49403001680188E-01
6.60603434725787E+05,1.06508945597082E+00,2.79708337327487E-01,4.07156008119009E+03,2.49392070782816E-01
6.60696361062060E+05,1.07723222240066E+00,2.86572241628733E-01,4.07315934085954E+03,2.49380970151707E-01
6.60787428871608E+05,1.08952658215359E+00,2.93604582747798E-01,4.07473462494668E+03,2.49369697008164E-01
6.60876675324965E+05,1.10197463630587E+00,3.00809494040911E-01,4.07628577139393E+03,2.49358248525013E-01
6.60964136849255E+05,1.11457851811130E+00,3.08191210294818E-01,4.07781261817488E+03,2.49346621825699E-01
6.61049849143058E+05,1.12734039353577E+00,3.15754070215832E-01,4.07931500330952E+03,2.49334813983360E-01
6.61133847190986E+05,1.14026246180112E+00,3.23502518979988E-01,4.08079276487953E+03,2.49322822019882E-01
6.61216165277955E+05,1.15334695593869E+00,3.31441110845736E-01,4.08224574104383E+03,2.49310642904942E-01
6.61296837003185E+05,1.16659614335267E+00,3.39574511830775E-01,4.08367377005419E+03,2.49298273555018E-01
