##  Star in a Box 
## https://lco.global/starinabox 
## Data for a 6 solar mass star
## Columns are:
## Time, Radius (R_sun), Luminosity (L_sun), Surface Temperature (K), Mass (M_sun)
1.43632818486336E+01,3.24481487249332E+00,1.04606564377959E+03,1.82419940707144E+04,5.99813646512244E+00
1.50474977075180E+01,3.26187594695103E+00,1.04990832198034E+03,1.82109105806255E+04,5.99804457033851E+00
1.57317369915708E+01,3.27916952711982E+00,1.05394690317643E+03,1.81802682012748E+04,5.99795209169812E+00
1.64159998509191E+01,3.29670489489162E+00,1.05818350840126E+03,1.81500467601724E+04,5.99785898784702E+00
1.71002864462580E+01,3.31449152492559E+00,1.06262036886626E+03,1.81202262159759E+04,5.99776521674736E+00
1.77845969490274E+01,3.33253909238857E+00,1.06725982786701E+03,1.80907866491309E+04,5.99767073562418E+00
1.84689315416023E+01,3.35085748146678E+00,1.07210434279061E+03,1.80617082515996E+04,5.99757550091069E+00
1.91532904174975E+01,3.36945679475621E+00,1.07715648722654E+03,1.80329713154768E+04,5.99747946819213E+00
1.98376737815866E+01,3.38834736365417E+00,1.08241895318336E+03,1.80045562202721E+04,5.99738259214822E+00
2.05220818503359E+01,3.40753975989153E+00,1.08789455341372E+03,1.79764434186088E+04,5.99728482649403E+00
2.12065148520534E+01,3.42704480836392E+00,1.09358622385017E+03,1.79486134200647E+04,5.99718612391915E+00
2.18909730271534E+01,3.44687360144095E+00,1.09949702615469E+03,1.79210467728486E+04,5.99708643602512E+00
2.25754566284370E+01,3.46703751495587E+00,1.10563015038457E+03,1.78937240429753E+04,5.99698571326099E+00
2.32599659213899E+01,3.48754822610327E+00,1.11198891777775E+03,1.78666257905709E+04,5.99688390485678E+00
2.39445011844967E+01,3.50841773350096E+00,1.11857678366075E+03,1.78397325429017E+04,5.99678095875500E+00
2.46290627095729E+01,3.52965837970313E+00,1.12539734048237E+03,1.78130247636841E+04,5.99667682153979E+00
2.53136508021155E+01,3.55128287648642E+00,1.13245432097665E+03,1.77864828181955E+04,5.99657143836389E+00
2.59982657816721E+01,3.57330433326821E+00,1.13975160145862E+03,1.77600869336614E+04,5.99646475287303E+00
2.66829079822297E+01,3.59573628905822E+00,1.14729320525661E+03,1.77338171543542E+04,5.99635670712795E+00
2.73675777526234E+01,3.61859274839049E+00,1.15508330628487E+03,1.77076532907923E+04,5.99624724152366E+00
2.80522754569666E+01,3.64188822173310E+00,1.16312623276071E+03,1.76815748623813E+04,5.99613629470605E+00
2.87370014751015E+01,3.66563777092888E+00,1.17142647107033E+03,1.76555610327910E+04,5.99602380348563E+00
2.94217562030735E+01,3.68985706028127E+00,1.17998866978758E+03,1.76295905373113E+04,5.99590970274840E+00
3.01065400536272E+01,3.71456241396693E+00,1.18881764385055E+03,1.76036416013776E+04,5.99579392536376E+00
3.07913534567272E+01,3.73977088053078E+00,1.19791837890044E+03,1.75776918494032E+04,5.99567640208931E+00
3.14761968601029E+01,3.76550030530098E+00,1.20729603578783E+03,1.75517182030015E+04,5.99555706147263E+00
3.21610707298194E+01,3.79176941165088E+00,1.21695595525162E+03,1.75256967676242E+04,5.99543582974991E+00
3.28459755508740E+01,3.81859789213496E+00,1.22690366277585E+03,1.74996027065878E+04,5.99531263074143E+00
3.35309118278202E+01,3.84600651063463E+00,1.23714487363010E+03,1.74734101013981E+04,5.99518738574395E+00
3.42158800854197E+01,3.87401721677160E+00,1.24768549809946E+03,1.74470917972336E+04,5.99506001342000E+00
3.49008808693229E+01,3.90265327398046E+00,1.25853164690995E+03,1.74206192323837E+04,5.99493042968408E+00
3.55859147467788E+01,3.93193940278086E+00,1.26968963685599E+03,1.73939622503895E+04,5.99479854758611E+00
3.62709823073760E+01,3.96190194095531E+00,1.28116599663641E+03,1.73670888935763E+04,5.99466427719197E+00
3.69560841638140E+01,3.99256902252251E+00,1.29296747290611E+03,1.73399651766199E+04,5.99452752546157E+00
3.76412209527065E+01,4.02397077760166E+00,1.30510103655049E+03,1.73125548387399E+04,5.99438819612467E+00
3.83263933354174E+01,4.05613955549285E+00,1.31757388919043E+03,1.72848190730709E+04,5.99424618955467E+00
3.90116019989292E+01,4.08911017355641E+00,1.33039346992564E+03,1.72567162317311E+04,5.99410140264097E+00
3.96968476567452E+01,4.12292019476367E+00,1.34356746232486E+03,1.72282015050742E+04,5.99395372866024E+00
4.03821310498257E+01,4.15761023711841E+00,1.35710380167166E+03,1.71992265736007E+04,5.99380305714737E+00
4.10674529475567E+01,4.19322431851788E+00,1.37101068247504E+03,1.71697392309969E+04,5.99364927376670E+00
4.17528141487544E+01,4.22981024104158E+00,1.38529656625469E+03,1.71396829767812E+04,5.99349226018451E+00
4.24382154827016E+01,4.26742001913359E+00,1.39997018961111E+03,1.71089965770724E+04,5.99333189394372E+00
4.31236578102178E+01,4.30611035668929E+00,1.41504057259149E+03,1.70776135920432E+04,5.99316804834210E+00
4.38091420247622E+01,4.34594317868272E+00,1.43051702736291E+03,1.70454618687071E+04,5.99300059231529E+00
4.44946690535662E+01,4.38698622368845E+00,1.44640916720517E+03,1.70124629977986E+04,5.99282939032646E+00
4.51802398587973E+01,4.42931370448159E+00,1.46272691583618E+03,1.69785317336610E+04,5.99265430226422E+00
4.58658554387488E+01,4.47300704485748E+00,1.47948051708409E+03,1.69435753762519E+04,5.99247518335127E+00
4.65515168290555E+01,4.51815570192705E+00,1.49668054492085E+03,1.69074931146305E+04,5.99229188406609E+00
4.72372251039299E+01,4.56485808443949E+00,1.51433791387355E+03,1.68701753316052E+04,5.99210425008065E+00
4.79229813774169E+01,4.61322257919923E+00,1.53246388983051E+03,1.68315028696045E+04,5.99191212221738E+00
4.86087868046605E+01,4.66336869941817E+00,1.55107010126106E+03,1.67913462583109E+04,5.99171533642914E+00
4.92946425831777E+01,4.71542837092946E+00,1.57016855086913E+03,1.67495649051627E+04,5.99151372380641E+00
4.99805499541324E+01,4.76954737464568E+00,1.58977162770255E+03,1.67060062505133E+04,5.99130711061648E+00
5.06665102036013E+01,4.82588696654729E+00,1.60989211974209E+03,1.66605048900438E+04,5.99109531838004E+00
5.13525246638221E+01,4.88462569992611E+00,1.63054322699630E+03,1.66128816679847E+04,5.99087816399124E+00
5.20385947144131E+01,4.94596147869410E+00,1.65173857513067E+03,1.65629427458181E+04,5.99065545988791E+00
5.27247217835518E+01,5.01011387543316E+00,1.67349222966257E+03,1.65104786524406E+04,5.99042701427966E+00
5.34109073490969E+01,5.07732675367218E+00,1.69581871075627E+03,1.64552633232807E+04,5.99019263144214E+00
5.40971529396379E+01,5.14787124083435E+00,1.71873300865609E+03,1.63970531376068E+04,5.98995211208691E+00
5.47834601354519E+01,5.22204910664853E+00,1.74225059979942E+03,1.63355859652646E+04,5.98970525381715E+00
5.54698305693464E+01,5.30019661187149E+00,1.76638746365574E+03,1.62705802363565E+04,5.98945185168068E+00
5.61562659273632E+01,5.38268890430094E+00,1.79116010034269E+03,1.62017340499583E+04,5.98919169883257E+00
5.68427679493140E+01,5.46994505374579E+00,1.81658554907560E+03,1.61287243408686E+04,5.98892458732103E+00
5.75293384291189E+01,5.56243383544926E+00,1.84268140751268E+03,1.60512061266321E+04,5.98865030901113E+00
5.82159792149084E+01,5.66068039316861E+00,1.86946585206486E+03,1.59688118606770E+04,5.98836865666232E+00
5.89026922088532E+01,5.76527393963050E+00,1.89695765924631E+03,1.58811509213681E+04,5.98807942517646E+00
